RecordId,Y
300001,0.0003087265330017041
300002,0.0002075263423160658
300003,3.414802157998058e-06
300004,0.0001533644408246909
300005,1.4384346446874225e-05
300006,2.0806631047279103e-06
300007,6.506693769968533e-05
300008,0.00010502367376461047
300009,9.831897911095796e-05
300010,0.000970796521752912
300011,4.407781218376163e-06
300012,3.3831016872129993e-06
300013,6.386926027270994e-07
300014,0.00014545105292522502
300015,3.295107091234531e-05
300016,0.00013893447947080343
300017,0.0006568057250070939
300018,0.0007554865725438206
300019,1.5727389284280775e-05
300020,5.038529220962741e-06
300021,0.00024518373480619186
300022,1.0241663993122382e-06
300023,5.589090171514726e-05
300024,2.335973245062267e-05
300025,0.008024852723812767
300026,2.5691996911615137e-05
300027,6.07460036311775e-05
300028,0.00027746802373224713
300029,0.016641553851450833
300030,4.4365871824974274e-05
300031,2.8096120502573835e-05
300032,3.889868302567569e-06
300033,2.221015524147928e-05
300034,2.5447884403261267e-05
300035,1.8456689363721452e-05
300036,9.091499342353566e-05
300037,2.351204962753983e-06
300038,0.0006340005594569486
300039,3.17965469241059e-05
300040,3.60613762650886e-05
300041,3.120620832835221e-05
300042,9.888555764979734e-07
300043,7.237151845919244e-05
300044,3.414931546175584e-05
300045,2.0571402144764107e-05
300046,0.0001359561235889575
300047,6.64877325923364e-05
300048,2.3246326226170647e-05
300049,7.023959345252023e-05
300050,0.0005060680391848896
300051,8.373892430336737e-07
300052,1.950882799382167e-05
300053,4.294099721149785e-05
300054,1.4402787863169345e-05
300055,0.00013472023150795624
300056,1.4313685061710837e-05
300057,1.0041453810169916e-05
300058,0.00010026923388885068
300059,0.0006412459331606718
300060,2.7256042684003994e-05
300061,9.322263907270525e-06
300062,0.0003363815869726802
300063,6.31089476694144e-05
300064,8.882932622807621e-05
300065,0.0006540457944537961
300066,3.885683730090362e-06
300067,1.3259886837426547e-05
300068,0.0003928424551551223
300069,1.4652393427563698e-05
300070,0.00011031236699441234
300071,0.00023126680394221861
300072,1.1821307468875788e-05
300073,1.1063595961002138e-06
300074,0.0016038830902340945
300075,1.78883549634012e-06
300076,3.710415406554938e-06
300077,1.3912978038442089e-05
300078,0.0001873764865513308
300079,0.001455093737298537
300080,1.3335283382610192e-05
300081,1.575425765050495e-05
300082,1.044276212057075e-05
300083,0.00033254313109741713
300084,0.0008653020522365673
300085,3.3934498890826515e-05
300086,9.737290966196934e-06
300087,3.213029757395351e-06
300088,4.192004994565781e-05
300089,1.5688127433856937e-05
300090,3.995544559864961e-07
300091,3.3007388974574194e-05
300092,9.617606389207052e-06
300093,0.0006023073242983543
300094,0.00046805038820975006
300095,5.3094957547050186e-05
300096,2.331023194005229e-05
300097,0.0003315681012328895
300098,0.001870453004021984
300099,0.0005836650701814806
300100,0.00022615854415867627
300101,2.6201187627661695e-06
300102,8.589857152169223e-05
300103,0.01080338648874954
300104,0.00014708798043194175
300105,0.000506282244436612
300106,7.959533101059842e-06
300107,2.8951070063544516e-05
300108,0.0002736343379349711
300109,2.6988616891359365e-06
300110,1.6527332660706134e-05
300111,6.832197162981747e-05
300112,9.181817358553765e-06
300113,1.1243283237043027e-05
300114,2.650163810156266e-05
300115,0.0006287094037184958
300116,0.0003671745089181859
300117,4.955025643625987e-06
300118,2.923193246353075e-06
300119,8.519800055772614e-06
300120,0.00039777710221606855
300121,4.4413728005470047e-07
300122,1.3509098818376305e-05
300123,8.58046552149262e-05
300124,0.0003160120255858641
300125,6.999189836284869e-05
300126,3.820195545206983e-05
300127,8.435295100442587e-06
300128,8.011402682371047e-05
300129,3.665049032102088e-05
300130,4.736736437175073e-05
300131,6.9849837617053e-06
300132,2.628693104928626e-05
300133,0.000512673539772711
300134,6.934018457805507e-05
