RecordId,Y
300001,0.1007767101070661
300002,0.0037793613169888355
300003,0.0005741097065030418
300004,0.0007621133012836175
300005,0.000622130543260294
300006,0.0008190950079819322
300007,0.19662479082751055
300008,0.0012754567086983646
300009,0.0038312908530203776
300010,0.003916518880911557
300011,0.0006218953482861208
300012,0.0005915543955683961
300013,0.000566558113629812
300014,0.000741472472116774
300015,0.0005988677056607387
300016,0.0006006986280208497
300017,0.0008111419369502103
300018,0.0017893920763672046
300019,0.0005988677056607387
300020,0.0005746932920144046
300021,0.0007746853164741811
300022,0.0006610303288240519
300023,0.000674299271960806
300024,0.0012055608142072381
300025,0.02021428828076078
300026,0.0017098820658307853
300027,0.0006067046957523557
300028,0.0011076696043773237
300029,0.17232492227936827
300030,0.0005986951177859638
300031,0.004594566137655967
300032,0.0008194126451384431
300033,0.0006137802907496919
300034,0.0006077839916695344
300035,0.0007478638367298877
300036,0.0008099668109573715
300037,0.0005695435052419508
300038,0.00238375868991598
300039,0.000731744195482363
300040,0.0006069939892851082
300041,0.001670389765628498
300042,0.0006794247297594633
300043,0.0007845369154152896
300044,0.000827261117633777
300045,0.0010010216880503445
300046,0.0006206659442787649
300047,0.0010619281236278358
300048,0.0006414435359995236
300049,0.001055531013022935
300050,0.005237864884837736
300051,0.000569138284476978
300052,0.0006965137711274186
300053,0.0006900279896023965
300054,0.0009814690607222172
300055,0.0008120772671356245
300056,0.0006102021707226456
300057,0.0005860155178697979
300058,0.0008351345212920724
300059,0.0011394325549919167
300060,0.0013271026576372178
300061,0.0007221097335435979
300062,0.002252141678608819
300063,0.004127648491086759
300064,0.0006420421519574899
300065,0.0013168691450598316
300066,0.0005871583675986365
300067,0.0016594796916282128
300068,0.0013892506849358989
300069,0.0007911077989580661
300070,0.0019829972097587913
300071,0.0010869896847622378
300072,0.0007157461857627615
300073,0.0005788040795948822
300074,0.02424023521194536
300075,0.0005699989189225642
300076,0.0006456195472327865
300077,0.0006945296023816723
300078,0.0015826373847423205
300079,0.10104704072136601
300080,0.0005909558284124212
300081,0.0006206682568608435
300082,0.0006599768403885203
300083,0.0007754067202355264
300084,0.10157574233192054
300085,0.0009169370768426553
300086,0.0005828553323069983
300087,0.0005798062419496168
300088,0.0005873581806339602
300089,0.0015663580137439907
300090,0.0006198751121139249
300091,0.0013947969643697334
300092,0.0005982401554204869
300093,0.01218307801543183
300094,0.004012289508302265
300095,0.0006006986280208497
300096,0.0006129368748560392
300097,0.0009306040679360521
300098,0.01206037701389569
300099,0.014413022640333872
300100,0.10607256823593011
300101,0.0011253929903284354
300102,0.001283989081793627
300103,0.10070826452952028
300104,0.0017647223877955034
300105,0.0012979585032645152
300106,0.0005855419743483399
300107,0.0007118737825728276
300108,0.0006611609038697638
300109,0.0008045016114262276
300110,0.0007289858855582197
300111,0.005641490943377512
300112,0.0010544038439754125
300113,0.0005746932920144046
300114,0.001212765674423354
300115,0.10534514277031123
300116,0.10080607084728208
300117,0.000757548463580621
300118,0.0008556176751088341
300119,0.0006324416466453674
300120,0.003058259107930178
300121,0.0005757909902453975
300122,0.0009420467339125036
300123,0.0007091381748468408
300124,0.0015198311497719543
300125,0.0008949635187960322
300126,0.0006582543840752601
300127,0.0005815258526545463
300128,0.0009313379099214067
300129,0.0006194124968674405
300130,0.0007725037257968443
300131,0.0005853514535899008
300132,0.001774483160856551
300133,0.0007432887644279363
300134,0.0013512282540420863
300135,0.0006626180374680639
300136,0.000657230036111129
300137,0.0005945065588603908
300138,0.10809660827560011
300139,0.0006454685509915542
300140,0.0005911744530308469
300141,0.0037377863577218186
300142,0.006481249521986268
300143,0.0019047253936874176
300144,0.0008616949871409081
300145,0.0006660253898640723
300146,0.3070102155551176
300147,0.001389703849192096
300148,0.0006029954868585589
300149,0.0006867109640394179
300150,0.005973290864974357
300151,0.0006943465208526635
300152,0.0014194890634338735
300153,0.001394268220917498
300154,0.10058395000710676
300155,0.0012417827346043386
300156,0.14514253993842968
300157,0.002246007330484257
300158,0.0005741097065030418
300159,0.0005815258526545463
300160,0.0006123757698334827
300161,0.00197956215109906
300162,0.0006019167960181202
300163,0.0009279103693619966
300164,0.0007319085471756357
300165,0.0005815258526545463
300166,0.0011642955307977325
300167,0.0010455480893098732
300168,0.0006585416513278054
300169,0.0005741097065030418
300170,0.0014702382978302355
300171,0.0012675579717130552
300172,0.0007340734346248554
300173,0.0017209848025954745
300174,0.0007007107905281443
300175,0.001104661962511003
300176,0.0005857573355812127
300177,0.0007416186286995772
300178,0.0006025776795951765
300179,0.0005844189469610844
300180,0.0006321120544797475
300181,0.002391985992263787
300182,0.0005909313686627205
300183,0.005618243295253345
300184,0.0006286248236228125
300185,0.002526523516869588
300186,0.001223277100892207
300187,0.007175723887816225
300188,0.0005982401554204869
300189,0.004267323879426296
300190,0.0010959788822543204
300191,0.0012074920947414876
300192,0.0006076105231268378
300193,0.0009943688013146208
300194,0.002209650094015598
300195,0.0005884791086408768
300196,0.0006816422141079784
300197,0.0007722138654598311
300198,0.00180641785582891
300199,0.0005656465982235555
300200,0.0006636454439768142
300201,0.0007275498439067214
300202,0.0016939437042759933
300203,0.001783806802870027
300204,0.003713416461362221
300205,0.0008294947818213374
300206,0.000592928658713673
300207,0.0005711986147800762
300208,0.0008287435342346969
300209,0.0006087025207020127
300210,0.0008078658006790051
300211,0.0005989932920182077
300212,0.0006871140305786289
300213,0.0006367606256732474
300214,0.0006316528733725288
300215,0.006845962573279957
300216,0.0007666342026274263
300217,0.0007949006758480898
300218,0.0005800488888544718
300219,0.012315431100201318
300220,0.0007260552149395644
300221,0.0006371562624794458
300222,0.0009221608633887557
300223,0.008019200385026258
300224,0.0023300147419223383
300225,0.0007672200153862952
300226,0.0011715460065350339
300227,0.19290211886611502
300228,0.0007916238289662839
300229,0.0005985489306914313
300230,0.000603719304140217
300231,0.0012821435364665595
300232,0.00202760744520724
300233,0.0005807859135551487
300234,0.0008194294918555233
300235,0.00211648546659953
300236,0.0027639105424426403
300237,0.002154039668813554
300238,0.0005877032477148996
300239,0.0005816465480007351
300240,0.0006655523325730847
300241,0.10111506700836174
300242,0.0026622044063012154
300243,0.0017375626800291409
300244,0.005111757122182153
300245,0.0070873240395090825
300246,0.0007367759249452406
300247,0.0005748903911566942
300248,0.0008464249955091983
300249,0.0007871531071113125
300250,0.0006608384190678329
300251,0.000566558113629812
300252,0.0007326814576466628
300253,0.0007934286325687649
300254,0.0007944810036513685
300255,0.0006932577275862051
300256,0.0005848005377994375
300257,0.0005936531417223846
300258,0.0010080255779587397
300259,0.0006384234282514892
300260,0.0006086987285616474
300261,0.0026627222021954116
300262,0.0008210035236326412
300263,0.0037501579867611065
300264,0.0005771543392682366
300265,0.0008853896450364655
300266,0.000853205907291906
300267,0.001679978578627168
300268,0.00139006691658749
300269,0.0009594575058458277
300270,0.0006132647861314987
300271,0.0006819287974434232
300272,0.0006367637193198118
300273,0.0005815258526545463
300274,0.0006588883506850353
300275,0.0007381435005826018
300276,0.0007710577988956321
300277,0.0006012608315398543
300278,0.0006037477183782311
300279,0.0006795696236669022
300280,0.0011152601953593581
300281,0.0011351375090678504
300282,0.0006012608315398543
300283,0.0008342253540617121
300284,0.001819454266011121
300285,0.0006156145610765092
300286,0.001040838225627691
300287,0.0008148455705092536
300288,0.10316625235790858
300289,0.0019170145331117918
300290,0.0018970136979993744
300291,0.0007287626324429459
300292,0.0005936778899910008
300293,0.025604782526174052
300294,0.0006006986280208497
300295,0.0009204209956421927
300296,0.0009800520883157923
300297,0.0007210673768171321
300298,0.0006276715314341999
300299,0.0006556132587515281
300300,0.004472945700428235
300301,0.0006232005517327027
300302,0.0005815258526545463
300303,0.0006331808856555708
300304,0.0010068655453497398
300305,0.0006760007820784161
300306,0.001429103759907017
300307,0.10407921623079622
300308,0.008321940274299632
300309,0.0007606352235450546
300310,0.0005788040795948822
300311,0.0007281738268986605
300312,0.0005724599661763963
300313,0.003910778961883813
300314,0.0006111710828832983
300315,0.0017434505355470714
300316,0.0015351341567780405
300317,0.0010497931440533166
300318,0.0008011741368242053
300319,0.0023506042641113526
300320,0.0009751031243270004
300321,0.0007819691060403089
300322,0.0007012924639660022
300323,0.0010120915596096426
300324,0.000839110399505873
300325,0.0013184517173946422
300326,0.0006853372714630611
300327,0.0007444753146830384
300328,0.001997438273653126
300329,0.0005857573355812127
300330,0.0007167297043555669
300331,0.005193060732042972
300332,0.0021863822222193555
300333,0.0005788040795948822
300334,0.000655183646628814
