row ID,price_doc
Row3,13913498.05841696
Row6,13913498.05841696
Row11,13913498.05841696
Row12,13913498.05841696
Row14,13913498.05841696
Row17,13913498.05841696
Row19,13913498.05841696
Row23,13913498.05841696
Row29,13913498.05841696
Row33,13913498.05841696
Row34,13913498.05841696
Row36,13913498.05841696
Row39,13913498.05841696
Row42,13913498.05841696
Row48,13913498.05841696
Row51,13913498.05841696
Row52,13913498.05841696
Row55,13913498.05841696
Row62,13913498.05841696
Row63,13913498.05841696
Row71,13913498.05841696
Row73,13913498.05841696
Row75,13913498.05841696
Row78,13913498.05841696
Row79,13913498.05841696
Row80,13913498.05841696
Row81,13913498.05841696
Row83,13913498.05841696
Row84,13913498.05841696
Row88,13913498.05841696
Row92,13913498.05841696
Row93,13913498.05841696
Row96,13913498.05841696
Row97,13913498.05841696
Row99,13913498.05841696
Row100,13913498.05841696
Row102,13913498.05841696
Row104,13913498.05841696
Row105,13913498.05841696
Row109,13913498.05841696
Row113,13913498.05841696
Row115,13913498.05841696
Row117,13913498.05841696
Row120,13913498.05841696
Row126,13913498.05841696
Row127,13913498.05841696
Row128,13913498.05841696
Row129,13913498.05841696
Row130,13913498.05841696
Row132,13913498.05841696
Row133,13913498.05841696
Row141,13913498.05841696
Row144,13913498.05841696
Row146,13913498.05841696
Row150,13913498.05841696
Row152,13913498.05841696
Row156,13913498.05841696
Row157,13913498.05841696
Row158,13913498.05841696
Row159,13913498.05841696
Row171,55334215.72061912
Row178,13913498.05841696
Row180,13913498.05841696
Row182,13913498.05841696
Row186,13913498.05841696
Row191,13913498.05841696
Row193,13913498.05841696
Row199,13913498.05841696
Row200,13913498.05841696
Row201,13913498.05841696
Row203,13913498.05841696
Row208,13913498.05841696
Row210,13913498.05841696
Row212,13913498.05841696
Row222,13913498.05841696
Row223,13913498.05841696
Row227,13913498.05841696
Row237,13913498.05841696
Row242,13913498.05841696
Row244,13913498.05841696
Row245,13913498.05841696
Row248,13913498.05841696
Row251,13913498.05841696
Row259,13913498.05841696
Row261,13913498.05841696
Row265,13913498.05841696
Row280,13913498.05841696
Row286,13913498.05841696
Row293,13913498.05841696
Row295,13913498.05841696
Row298,13913498.05841696
Row299,13913498.05841696
Row308,13913498.05841696
Row309,13913498.05841696
Row313,13913498.05841696
Row316,13913498.05841696
Row333,13913498.05841696
Row335,13913498.05841696
Row336,13913498.05841696
Row342,13913498.05841696
Row356,13913498.05841696
Row358,13913498.05841696
Row364,13913498.05841696
Row365,13913498.05841696
Row373,13913498.05841696
Row382,13913498.05841696
Row385,13913498.05841696
Row386,13913498.05841696
Row394,13913498.05841696
Row396,13913498.05841696
Row399,13913498.05841696
Row401,13913498.05841696
Row402,13913498.05841696
Row406,13913498.05841696
Row407,13913498.05841696
Row412,13913498.05841696
Row415,13913498.05841696
Row416,13913498.05841696
Row417,13913498.05841696
Row418,13913498.05841696
Row420,13913498.05841696
Row424,13913498.05841696
Row425,13913498.05841696
Row428,13913498.05841696
Row429,13913498.05841696
Row431,13913498.05841696
Row434,13913498.05841696
Row436,13913498.05841696
Row441,13913498.05841696
Row449,13913498.05841696
Row456,13913498.05841696
Row468,13913498.05841696
Row471,13913498.05841696
Row476,13913498.05841696
Row482,13913498.05841696
Row483,13913498.05841696
Row484,13913498.05841696
Row485,13913498.05841696
Row486,13913498.05841696
Row488,13913498.05841696
Row489,13913498.05841696
Row490,13913498.05841696
Row492,13913498.05841696
Row500,13913498.05841696
Row502,13913498.05841696
Row513,13913498.05841696
Row515,13913498.05841696
Row519,13913498.05841696
Row521,13913498.05841696
Row527,13913498.05841696
Row530,13913498.05841696
Row538,13913498.05841696
Row541,13913498.05841696
Row545,13913498.05841696
Row547,13913498.05841696
Row555,13913498.05841696
Row556,13913498.05841696
Row560,13913498.05841696
Row565,13913498.05841696
Row569,13913498.05841696
Row573,13913498.05841696
Row576,13913498.05841696
Row581,13913498.05841696
Row584,13913498.05841696
Row595,13913498.05841696
Row599,13913498.05841696
Row612,13913498.05841696
Row619,13913498.05841696
Row620,13913498.05841696
Row631,13913498.05841696
Row632,13913498.05841696
Row633,13913498.05841696
Row635,13913498.05841696
Row639,13913498.05841696
