row ID,price_doc
Row3,10935372.237453155
Row6,5586746.428338806
Row11,5586746.428338806
Row12,5586746.428338806
Row14,5586746.428338806
Row17,5586746.428338806
Row19,5586746.428338806
Row23,5586746.428338806
Row29,5586746.428338806
Row33,5586746.428338806
Row34,55532802.25571663
Row36,5586746.428338806
Row39,55675921.16680639
Row42,55675921.16680639
Row48,5586746.428338806
Row51,5586746.428338806
Row52,5586746.428338806
Row55,5586746.428338806
Row62,5586746.428338806
Row63,5586746.428338806
Row71,8085148.595909254
Row73,5586746.428338806
Row75,5586746.428338806
Row78,7428735.515026406
Row79,11013446.967924308
Row80,5586746.428338806
Row81,5586746.428338806
Row83,8085148.595909254
Row84,8085148.595909254
Row88,5586746.428338806
Row92,5586746.428338806
Row93,8085148.595909254
Row96,5586746.428338806
Row97,5586746.428338806
Row99,8085148.595909254
Row100,5586746.428338806
Row102,5586746.428338806
Row104,5586746.428338806
Row105,5586746.428338806
Row109,9082585.338878065
Row113,5586746.428338806
Row115,5586746.428338806
Row117,8085148.595909254
Row120,5586746.428338806
Row126,5586746.428338806
Row127,5586746.428338806
Row128,11013446.967924308
Row129,5586746.428338806
Row130,5586746.428338806
Row132,5586746.428338806
Row133,5586746.428338806
Row141,5586746.428338806
Row144,5586746.428338806
Row146,11013446.967924308
Row150,5586746.428338806
Row152,55675921.16680639
Row156,5586746.428338806
Row157,8085148.595909254
Row158,8085148.595909254
Row159,5586746.428338806
Row171,55675921.16680639
Row178,10171407.962336052
Row180,9082585.338878065
Row182,55675921.16680639
Row186,5586746.428338806
Row191,5586746.428338806
Row193,5586746.428338806
Row199,19824464.372738283
Row200,5586746.428338806
Row201,5586746.428338806
Row203,9082585.338878065
Row208,9082585.338878065
Row210,5586746.428338806
Row212,5586746.428338806
Row222,10171407.962336052
Row223,5586746.428338806
Row227,5586746.428338806
Row237,5586746.428338806
Row242,5586746.428338806
Row244,5586746.428338806
Row245,9082585.338878065
Row248,8085148.595909254
Row251,8957614.511602907
Row259,5586746.428338806
Row261,5586746.428338806
Row265,5586746.428338806
Row280,9082585.338878065
Row286,5586746.428338806
Row293,8957614.511602907
Row295,5586746.428338806
Row298,5586746.428338806
Row299,5586746.428338806
Row308,9082585.338878065
Row309,55675921.16680639
Row313,5586746.428338806
Row316,8085148.595909254
Row333,55675921.16680639
Row335,8085148.595909254
Row336,5586746.428338806
Row342,5586746.428338806
Row356,5586746.428338806
Row358,55675921.16680639
Row364,9082585.338878065
Row365,8085148.595909254
Row373,8085148.595909254
Row382,5586746.428338806
Row385,5586746.428338806
Row386,5586746.428338806
Row394,8085148.595909254
Row396,8085148.595909254
Row399,8085148.595909254
Row401,55532802.25571663
Row402,55714340.48721937
Row406,9082585.338878065
Row407,8085148.595909254
Row412,8085148.595909254
Row415,5586746.428338806
Row416,5586746.428338806
Row417,5586746.428338806
Row418,5586746.428338806
Row420,55714340.48721937
Row424,10171407.962336052
Row425,55675921.16680639
Row428,55675921.16680639
Row429,8085148.595909254
Row431,55675921.16680639
Row434,8085148.595909254
Row436,5586746.428338806
Row441,20829633.06662164
Row449,5586746.428338806
Row456,5586746.428338806
Row468,55675921.16680639
Row471,5586746.428338806
Row476,5586746.428338806
Row482,5586746.428338806
Row483,5586746.428338806
Row484,5586746.428338806
Row485,5586746.428338806
Row486,5586746.428338806
Row488,5586746.428338806
Row489,9082585.338878065
Row490,5586746.428338806
Row492,5586746.428338806
Row500,8085148.595909254
Row502,11013446.967924308
Row513,5586746.428338806
Row515,55675921.16680639
Row519,5586746.428338806
Row521,5586746.428338806
Row527,5586746.428338806
Row530,55614327.43070497
Row538,5586746.428338806
Row541,9082585.338878065
Row545,55675921.16680639
Row547,5586746.428338806
Row555,5586746.428338806
Row556,5586746.428338806
Row560,7428735.515026406
Row565,5586746.428338806
Row569,8085148.595909254
Row573,55675921.16680639
Row576,5586746.428338806
Row581,5586746.428338806
Row584,5586746.428338806
Row595,5586746.428338806
Row599,5586746.428338806
Row612,20467055.88528026
Row619,8085148.595909254
Row620,5586746.428338806
Row631,11013446.967924308
Row632,5586746.428338806
Row633,5586746.428338806
Row635,5586746.428338806
Row639,5586746.428338806
Row642,9082585.338878065
Row646,5586746.428338806
Row649,11013446.967924308
Row651,8085148.595909254
Row652,5586746.428338806
Row653,5586746.428338806
Row658,12942968.940579792
Row661,5586746.428338806
Row663,19824464.372738283
Row667,5586746.428338806
Row674,5586746.428338806
Row676,7309913.9524513865
Row681,55532802.25571663
Row683,5586746.428338806
Row684,55675921.16680639
Row685,55714340.48721937
Row686,8085148.595909254
Row695,9082585.338878065
Row699,9082585.338878065
Row704,5586746.428338806
Row711,8085148.595909254
Row714,5586746.428338806
Row719,5586746.428338806
Row722,5586746.428338806
Row725,5586746.428338806
Row727,5586746.428338806
Row728,5586746.428338806
Row734,5586746.428338806
Row736,8085148.595909254
Row739,5586746.428338806
Row741,55675921.16680639
Row742,55714340.48721937
Row745,55614327.43070497
Row752,5586746.428338806
Row756,8085148.595909254
Row759,8957614.511602907
Row760,5586746.428338806
Row762,55614327.43070497
Row766,5586746.428338806
Row770,5586746.428338806
Row773,55675921.16680639
Row776,7309913.9524513865
Row785,5586746.428338806
Row790,5586746.428338806
Row795,5586746.428338806
Row801,19824464.372738283
Row805,5586746.428338806
Row806,5586746.428338806
Row809,8085148.595909254
Row812,5586746.428338806
Row816,5586746.428338806
Row823,5586746.428338806
Row828,5586746.428338806
Row831,10171407.962336052
Row836,5586746.428338806
Row840,55675921.16680639
Row842,5586746.428338806
Row843,5586746.428338806
Row847,5586746.428338806
Row852,5586746.428338806
Row858,9082585.338878065
Row861,7309913.9524513865
Row864,55675921.16680639
Row866,7309913.9524513865
Row867,5586746.428338806
Row868,7309913.9524513865
Row869,8085148.595909254
Row876,8085148.595909254
Row878,5586746.428338806
Row887,5586746.428338806
Row888,5586746.428338806
Row889,5586746.428338806
Row892,8085148.595909254
Row893,8085148.595909254
Row894,7309913.9524513865
Row898,5586746.428338806
Row899,5586746.428338806
Row902,5586746.428338806
Row904,5586746.428338806
Row906,7309913.9524513865
Row907,5586746.428338806
Row909,5586746.428338806
Row911,5586746.428338806
Row912,55614327.43070497
Row915,5586746.428338806
Row917,5586746.428338806
Row921,55675921.16680639
Row926,9082585.338878065
Row939,5586746.428338806
Row940,5586746.428338806
Row943,55675921.16680639
Row944,8085148.595909254
Row945,5586746.428338806
Row951,8085148.595909254
Row968,8085148.595909254
Row969,8085148.595909254
Row970,20467055.88528026
Row973,5586746.428338806
Row976,5586746.428338806
Row984,8085148.595909254
Row985,55614327.43070497
Row986,8085148.595909254
Row987,5586746.428338806
Row990,5586746.428338806
Row993,5586746.428338806
Row994,8085148.595909254
Row996,7309913.9524513865
Row997,20467055.88528026
Row998,20467055.88528026
Row1002,5586746.428338806
Row1005,8085148.595909254
Row1007,5586746.428338806
Row1008,11013446.967924308
Row1009,11013446.967924308
Row1011,8957614.511602907
Row1013,5586746.428338806
Row1018,5586746.428338806
Row1021,5586746.428338806
Row1023,8085148.595909254
Row1025,5586746.428338806
Row1027,5586746.428338806
Row1034,9082585.338878065
Row1035,55675921.16680639
Row1037,7309913.9524513865
Row1038,9082585.338878065
Row1039,55675921.16680639
Row1040,5586746.428338806
Row1042,8085148.595909254
Row1048,55675921.16680639
Row1051,5586746.428338806
Row1054,5586746.428338806
Row1061,5586746.428338806
Row1065,55675921.16680639
Row1066,5586746.428338806
Row1069,8085148.595909254
Row1071,9082585.338878065
Row1073,7309913.9524513865
Row1079,9082585.338878065
Row1080,55675921.16680639
Row1090,5586746.428338806
Row1100,5586746.428338806
Row1101,5586746.428338806
Row1107,5586746.428338806
Row1110,55675921.16680639
Row1111,55675921.16680639
Row1113,26313046.35193921
Row1114,5586746.428338806
Row1115,5586746.428338806
Row1120,5586746.428338806
Row1121,5586746.428338806
Row1122,5586746.428338806
Row1132,5586746.428338806
Row1134,5586746.428338806
Row1142,5586746.428338806
Row1143,5586746.428338806
Row1151,8085148.595909254
Row1153,5586746.428338806
Row1156,5586746.428338806
Row1158,55675921.16680639
Row1159,55532802.25571663
Row1160,9082585.338878065
Row1164,5586746.428338806
Row1174,20467055.88528026
Row1176,8085148.595909254
Row1177,5586746.428338806
Row1180,19824464.372738283
Row1182,8085148.595909254
Row1190,5586746.428338806
Row1196,9082585.338878065
Row1197,7309913.9524513865
Row1201,8085148.595909254
Row1203,7309913.9524513865
Row1207,9082585.338878065
Row1208,8085148.595909254
Row1220,5586746.428338806
Row1225,55675921.16680639
Row1233,5586746.428338806
Row1237,8085148.595909254
Row1238,8085148.595909254
Row1239,7309913.9524513865
Row1252,55675921.16680639
Row1257,5586746.428338806
Row1262,8085148.595909254
Row1268,5586746.428338806
Row1271,9082585.338878065
Row1278,5586746.428338806
Row1279,5586746.428338806
Row1282,8085148.595909254
Row1283,5586746.428338806
Row1284,8085148.595909254
Row1288,9082585.338878065
Row1289,20467055.88528026
Row1291,9082585.338878065
Row1293,55675921.16680639
Row1296,8957614.511602907
