row ID,price_doc
Row3,11703211.921392888
Row6,6886572.255758305
Row11,6184093.352449571
Row12,7264129.516994287
Row14,5579201.400557299
Row17,6446883.309418687
Row19,5304136.830360557
Row23,5689580.255069501
Row29,5385120.9879396465
Row33,5396062.940755796
Row34,55075677.634422086
Row36,5586497.115398933
Row39,50781299.26050156
Row42,60568995.13158455
Row48,5936453.886640494
Row51,5889508.32075201
Row52,7316942.253974976
Row55,5478156.57241131
Row62,6778279.4960766705
Row63,5398024.5764065115
Row71,4523408.109544723
Row73,4988690.442889804
Row75,5107285.150826735
Row78,13683087.517182201
Row79,7224626.214610026
Row80,6342488.4013791075
Row81,7011613.419820651
Row83,7528368.1869066395
Row84,7545764.376622263
Row88,6341989.283178714
Row92,3927772.9099742267
Row93,8600629.768295199
Row96,5684683.152915183
Row97,6837190.5224173805
Row99,5342202.856929071
Row100,6817205.5613751365
Row102,6471010.666395471
Row104,3919854.361555073
Row105,7335371.368705627
Row109,10959492.393156726
Row113,6262798.669868649
Row115,4900423.5885202335
Row117,6618283.004004464
Row120,5600946.211530265
Row126,6139042.799582305
Row127,7174438.717856114
Row128,5229832.680953139
Row129,12990750.693332544
Row130,7038921.2352579795
Row132,6622312.334722941
Row133,9574095.286445782
Row141,6199213.397244349
Row144,3110364.0151783894
Row146,5532489.700824505
Row150,4624748.78502768
Row152,57828474.065237425
Row156,6918524.904615429
Row157,7188706.943988252
Row158,7611794.174129712
Row159,6566348.116617645
Row171,57410224.40760278
Row178,11459044.681997191
Row180,6609064.606108076
Row182,56946382.050239235
Row186,7853522.940538362
Row191,4878199.277271458
Row193,6035811.178325973
Row199,8304389.743296857
Row200,8670966.614774292
Row201,7418605.265971837
Row203,11484924.073553413
Row208,7309097.025341143
Row210,8444065.511559641
Row212,6844631.553317352
Row222,13647159.184754606
Row223,2875828.8079412384
Row227,4976892.012647242
Row237,5868211.639858109
Row242,5470687.083062918
Row244,5614415.765796027
Row245,17154599.94764001
Row248,6349448.596478769
Row251,12114716.81136915
Row259,5443261.999331367
Row261,6117702.893135235
